mot1,mot2,relation
tenacite,fourmi r_has_property,r_has_property
grace,danseur r_has_property,r_has_property
ruse,renard r_has_property,r_has_property
force,lion r_has_property,r_has_property
fragilite,verre r_has_property,r_has_property
souplesse,gymnaste r_has_property,r_has_property
precision,chirurgien r_has_property,r_has_property
patience,pecheur r_has_property,r_has_property
vanite,star r_has_property,r_has_property
gourmandise,gourmet r_has_property,r_has_property
paresse,chat r_has_property,r_has_property
colere,chef r_has_property,r_has_property
jalousie,rival r_has_property,r_has_property
generosite,bienfaiteur r_has_property,r_has_property
optimisme,jeunesse r_has_property,r_has_property
pessimisme,vieillard r_has_property,r_has_property
determination,sportif r_has_property,r_has_property
rigueur,scientifique r_has_property,r_has_property
fantaisie,poete r_has_property,r_has_property
sobriete,moine r_has_property,r_has_property
mefiance,vieillard r_has_property,r_has_property
complexite,probleme r_has_property,r_has_property
profondeur,pensee r_has_property,r_has_property
superficialite,conversation r_has_property,r_has_property
originalite,creation r_has_property,r_has_property
banalite,remarque r_has_property,r_has_property
beaute,paysage r_has_property,r_has_property
laideur,monstre r_has_property,r_has_property
harmonie,musique r_has_property,r_has_property
fluidite,mouvement r_has_property,r_has_property
legerete,plume r_has_property,r_has_property
opacite,verre r_has_property,r_has_property
brillance,diamant r_has_property,r_has_property
matite,surface r_has_property,r_has_property
douceur,velours r_has_property,r_has_property
aprete,vin r_has_property,r_has_property
fraicheur,fruit r_has_property,r_has_property
fadeur,plat r_has_property,r_has_property
richesse,sol r_has_property,r_has_property
pauvrete,terre r_has_property,r_has_property
fertilite,vallee r_has_property,r_has_property
aridite,desert r_has_property,r_has_property
stabilite,structure r_has_property,r_has_property
souplesse,tige r_has_property,r_has_property
rigidite,metal r_has_property,r_has_property
resistance,materiau r_has_property,r_has_property
durabilite,produit r_has_property,r_has_property
ephemere,fleur r_has_property,r_has_property
defaillance,systeme r_has_property,r_has_property
efficacite,methode r_has_property,r_has_property
inefficacite,procede r_has_property,r_has_property
praticite,solution r_has_property,r_has_property
commodite,dispositif r_has_property,r_has_property
incommodite,situation r_has_property,r_has_property
dangerosite,produit r_has_property,r_has_property
confort,siege r_has_property,r_has_property
inconfort,position r_has_property,r_has_property
austerite,cellule r_has_property,r_has_property
modernite,design r_has_property,r_has_property
archaisme,methode r_has_property,r_has_property
innovation,technologie r_has_property,r_has_property
tradition,culture r_has_property,r_has_property
progressisme,pensee r_has_property,r_has_property
prudence,decision r_has_property,r_has_property
temerite,conducteur r_has_property,r_has_property
circonspection,juge r_has_property,r_has_property
spontaneite,reaction r_has_property,r_has_property
calcul,geste r_has_property,r_has_property
sincerite,sentiment r_has_property,r_has_property
hypocrisie,comportement r_has_property,r_has_property
loyaute,compagnon r_has_property,r_has_property
fidelite,chien r_has_property,r_has_property
infidelite,partenaire r_has_property,r_has_property
devouement,mere r_has_property,r_has_property
altruisme,benevole r_has_property,r_has_property
indifference,spectateur r_has_property,r_has_property
compassion,soignant r_has_property,r_has_property
cruaute,bourreau r_has_property,r_has_property
bienveillance,professeur r_has_property,r_has_property
malveillance,critique r_has_property,r_has_property
independance,caractere de leader r_has_property,r_has_property
acuite,regard d observateur r_has_property,r_has_property
perspicacite,jugement de psychologue r_has_property,r_has_property
penetration d esprit,philosophe r_has_property,r_has_property
subtilite,raisonnement de logicien r_has_property,r_has_property
vivacite,repartie de debatteur r_has_property,r_has_property
fertilite d imagination,createur r_has_property,r_has_property
fecondite,travail d artiste r_has_property,r_has_property
abondance,production d usine r_has_property,r_has_property
rarete,ressource de region r_has_property,r_has_property
diversite d offre,magasin r_has_property,r_has_property
uniformite,produit de chaine r_has_property,r_has_property
regularite,rythme de machine r_has_property,r_has_property
irregularite,battement de cœur r_has_property,r_has_property
symetrie,forme de cristal r_has_property,r_has_property
asymetrie,composition de tableau r_has_property,r_has_property
proportion,taille de modele r_has_property,r_has_property
demesure d ambition,conquerant r_has_property,r_has_property
moderation,propos de diplomate r_has_property,r_has_property
exageration,recit de conteur r_has_property,r_has_property
minimalisme,style de designer r_has_property,r_has_property
ostentation,richesse de parvenu r_has_property,r_has_property
discretion,presence de serviteur r_has_property,r_has_property
emphase,discours d orateur r_has_property,r_has_property
laconisme,reponse de militaire r_has_property,r_has_property
prolixite d ecrivain,romancier r_has_property,r_has_property
concision,style de journaliste r_has_property,r_has_property
elegance,solution de mathematicien r_has_property,r_has_property
lourdeur,demonstration d etudiant r_has_property,r_has_property
limpidite d expression,poete r_has_property,r_has_property
obscurite,texte de philosophe r_has_property,r_has_property
accessibilite,langage de vulgarisateur r_has_property,r_has_property
hermetisme,theorie de physicien r_has_property,r_has_property
popularite,chanson d artiste r_has_property,r_has_property
meconnaissance d œuvre,compositeur r_has_property,r_has_property
celebrite d acteur,star r_has_property,r_has_property
anonymat d employe,fonctionnaire r_has_property,r_has_property
discredit,politicien de scandale r_has_property,r_has_property
honneur,famille de tradition r_has_property,r_has_property
honte,communaute de faute r_has_property,r_has_property
dignite,comportement de personne r_has_property,r_has_property
noblesse,cœur de bienfaiteur r_has_property,r_has_property
vilenie,caractere de criminel r_has_property,r_has_property
grandeur d ame,heros r_has_property,r_has_property
petitesse d esprit,jaloux r_has_property,r_has_property
magnanimite,vainqueur de champion r_has_property,r_has_property
mesquinerie,perdant de rival r_has_property,r_has_property
generosite,don de mecene r_has_property,r_has_property
radinerie d avare,pingre r_has_property,r_has_property
prodigalite d heritier,playboy r_has_property,r_has_property
economie,gestion d administrateur r_has_property,r_has_property
gaspillage,ressources de societe r_has_property,r_has_property
prevoyance,gestion de directeur r_has_property,r_has_property
imprevoyance,planification d equipe r_has_property,r_has_property
vigilance,garde de sentinelle r_has_property,r_has_property
negligence,surveillance de gardien r_has_property,r_has_property
attention,detail d artisan r_has_property,r_has_property
inattention,conducteur d automobiliste r_has_property,r_has_property
precipitation,decision de manager r_has_property,r_has_property
lenteur,reflexion de bureaucrate r_has_property,r_has_property
diligence,travail d employe r_has_property,r_has_property
assiduite,presence d eleve r_has_property,r_has_property
absenteisme,travail d employe r_has_property,r_has_property
ponctualite d arrivee,professionnel r_has_property,r_has_property
retard,train de conducteur r_has_property,r_has_property
ponctualite,paiement de client r_has_property,r_has_property
default,remboursement de debiteur r_has_property,r_has_property
fiabilite,service d entreprise r_has_property,r_has_property
inconstance,qualite de produit r_has_property,r_has_property
stabilite,prix de marche r_has_property,r_has_property
volatilite,cours d action r_has_property,r_has_property
croissance d economie,pays r_has_property,r_has_property
stagnation,secteur d industrie r_has_property,r_has_property
expansion d entreprise,groupe r_has_property,r_has_property
recession d activite,region r_has_property,r_has_property
prosperite,commerce de ville r_has_property,r_has_property
declin d industrie,region r_has_property,r_has_property
essor,technologie de startup r_has_property,r_has_property
obsolescence,materiel d entreprise r_has_property,r_has_property
vetuste d installation,batiment r_has_property,r_has_property
innovation,procede d ingenieur r_has_property,r_has_property
routine,travail d employe r_has_property,r_has_property
creativite d approche,designer r_has_property,r_has_property
conformisme,pensee de groupe r_has_property,r_has_property
originalite,concept d inventeur r_has_property,r_has_property
banalite d idee,participant r_has_property,r_has_property
prudence,suggestion de conseiller r_has_property,r_has_property
ambition,projet d entrepreneur r_has_property,r_has_property
modestie d objectif,petite entreprise r_has_property,r_has_property
envergure,programme de gouvernement r_has_property,r_has_property
limitation,moyen d association r_has_property,r_has_property
ampleur,defi d equipe r_has_property,r_has_property
modestie,resultat de debutant r_has_property,r_has_property
succes d entreprise,dirigeant r_has_property,r_has_property
echec,strategie de management r_has_property,r_has_property
reussite d operation,chirurgien r_has_property,r_has_property
insucces,traitement de medecin r_has_property,r_has_property
triomphe,performance d artiste r_has_property,r_has_property
fiasco,representation d acteur r_has_property,r_has_property
gloire,victoire de champion r_has_property,r_has_property
opprobre,defaite d equipe r_has_property,r_has_property
honneur,medaille de sportif r_has_property,r_has_property
deshonneur,disqualification d athlete r_has_property,r_has_property
merite,reussite d etudiant r_has_property,r_has_property
demerite d echec,candidat r_has_property,r_has_property
valeur,contribution de collaborateur r_has_property,r_has_property
inutilite d effort,benevole r_has_property,r_has_property
efficacite,methode d enseignant r_has_property,r_has_property
inefficacite,technique de therapeute r_has_property,r_has_property
competence,professionnel d expert r_has_property,r_has_property
incompetence d employe,stagiaire r_has_property,r_has_property
maitrise,sujet de professeur r_has_property,r_has_property
ignorance,domaine de novice r_has_property,r_has_property
savoir,specialiste de chercheur r_has_property,r_has_property
erudition,savant d academicien r_has_property,r_has_property
inculture d individu,personne r_has_property,r_has_property
connaissance,terrain de guide r_has_property,r_has_property
meconnaissance,region de touriste r_has_property,r_has_property
experience,vie de senior r_has_property,r_has_property
inexperience,jeunesse de debutant r_has_property,r_has_property
expertise,domaine de consultant r_has_property,r_has_property
amateurisme d approche,passionne r_has_property,r_has_property
professionalisme,service d entreprise r_has_property,r_has_property
specialisation,metier de technicien r_has_property,r_has_property
polyvalence,competence d employe r_has_property,r_has_property
versatilite d humeur,personne r_has_property,r_has_property
constance d effort,travailleur r_has_property,r_has_property
perseverance,chercheur de scientifique r_has_property,r_has_property
acharnement,travail d entrepreneur r_has_property,r_has_property
obstination,caractere d individu r_has_property,r_has_property
entetement,decision de dirigeant r_has_property,r_has_property
opiniatrete,defense d avocat r_has_property,r_has_property
inflexibilite,position de negociateur r_has_property,r_has_property
intransigeance,principe de juge r_has_property,r_has_property
souplesse d approche,mediateur r_has_property,r_has_property
conciliation d attitude,diplomate r_has_property,r_has_property
compromis,solution d accord r_has_property,r_has_property
intransigeance,demande de partie r_has_property,r_has_property
rigueur d application,regle r_has_property,r_has_property
laxisme,controle d autorite r_has_property,r_has_property
severite,jugement de critique r_has_property,r_has_property
clemence,sentence de juge r_has_property,r_has_property
indulgence,parent de mere r_has_property,r_has_property
intolerance,comportement de fanatique r_has_property,r_has_property
ouverture d esprit,personne r_has_property,r_has_property
etroitesse,vue de conservateur r_has_property,r_has_property
largeur,perspective de visionnaire r_has_property,r_has_property
prescience,decision de leader r_has_property,r_has_property
aveuglement,choix de politique r_has_property,r_has_property
lucidite,diagnostic de medecin r_has_property,r_has_property
illusion,perception de patient r_has_property,r_has_property
utopie,projet de reveur r_has_property,r_has_property
pragmatisme d approche,manager r_has_property,r_has_property
idealisme,vision de reformateur r_has_property,r_has_property
cynisme,remarque de critique r_has_property,r_has_property
naivete,croyance d enfant r_has_property,r_has_property
scepticisme d attitude,scientifique r_has_property,r_has_property
credulite d adepte,secte r_has_property,r_has_property
critique d analyse,journaliste r_has_property,r_has_property
apologie,systeme de partisan r_has_property,r_has_property
objectivite,reportage de media r_has_property,r_has_property
partialite,jugement d arbitre r_has_property,r_has_property
impartialite,decision de tribunal r_has_property,r_has_property
injustice,verdict de cour r_has_property,r_has_property
equite,traitement d administration r_has_property,r_has_property
iniquite,systeme de regime r_has_property,r_has_property
justice,cause de mouvement r_has_property,r_has_property
tort d argument,partie r_has_property,r_has_property
raison,position de defenseur r_has_property,r_has_property
deraison d exigence,demandeur r_has_property,r_has_property
logique,raisonnement de philosophe r_has_property,r_has_property
illogisme,conclusion d etudiant r_has_property,r_has_property
coherence,discours de politicien r_has_property,r_has_property
incoherence,propos d orateur r_has_property,r_has_property
consistance d argument,these r_has_property,r_has_property
faiblesse,demonstration de plaidoyer r_has_property,r_has_property
solidite,preuve d enquete r_has_property,r_has_property
fragilite,temoignage de temoin r_has_property,r_has_property
veracite,recit d historien r_has_property,r_has_property
mensonge,declaration de suspect r_has_property,r_has_property
sincerite,confession d accuse r_has_property,r_has_property
franchise,parole d ami r_has_property,r_has_property
transparence,procedure d institution r_has_property,r_has_property
opacite,fonctionnement d organisation r_has_property,r_has_property
clarte,compte d entreprise r_has_property,r_has_property
obscurite,financement d association r_has_property,r_has_property
probite,gestion d administrateur r_has_property,r_has_property
malversation,fonds de tresorier r_has_property,r_has_property
honnetete,transaction de commercant r_has_property,r_has_property
duplicite,negociation de partenaire r_has_property,r_has_property
loyaute,collaboration d associe r_has_property,r_has_property
infidelite,promesse de partenaire r_has_property,r_has_property
inconstance,sentiment d amant r_has_property,r_has_property
devouement,service d employe r_has_property,r_has_property
negligence,tache de fonctionnaire r_has_property,r_has_property
